price range|price|address|locality|postalCode|beds|bathes|cars|link
650000-700000|$719,000|24/1 Roland Street|Greystanes|2145|4|3|2|http://www.realestate.com.au/property-townhouse-nsw-greystanes-124281138
600000-650000|$629,950|C304 17 Hanna Street|Potts Hill|2143|2|2|1|http://www.realestate.com.au/property-unit-nsw-potts+hill-124057318
550000-600000|Price Guide $560,000 - $585,000|310/2 Rawson Road|Wentworthville|2145|2|2|1|http://www.realestate.com.au/property-unit-nsw-wentworthville-121760598
450000-500000|$469,000|Unit 2/91-93 Cardigan Street|Guildford|2161|2|2|1|http://www.realestate.com.au/property-unit-nsw-guildford-124256258
600000-650000|For Sale Price guide $680,000-$740,000|1/7 Kennington Oval|Auburn|2144|3|3|2|http://www.realestate.com.au/property-townhouse-nsw-auburn-123940654
600000-650000|$630,000 -$670,000|46/12-18 Orara Street|Waitara|2077|2|2|1|http://www.realestate.com.au/property-apartment-nsw-waitara-124280146
600000-650000|$645,000 - $755,000|28-32 Lords Avenue|Asquith|2077|2|2|1|http://www.realestate.com.au/property-unit-nsw-asquith-123754490
600000-650000|$695,000 - $725,000|411/8 Station Street|Homebush|2140|2|2|1|http://www.realestate.com.au/property-apartment-nsw-homebush-123596374
450000-500000|$550,000 - $580,000|47/24-28 Mons Road|Westmead|2145|2|1|1|http://www.realestate.com.au/property-apartment-nsw-westmead-123891450
600000-650000|AUCTION|22 Stapleton Street|Wentworthville|2145|4|2|1|http://www.realestate.com.au/property-house-nsw-wentworthville-124056678
450000-500000|$530,000|18/42-46 Treves St|Merrylands|2160|2|1|1|http://www.realestate.com.au/property-apartment-nsw-merrylands-124213470
550000-600000|Contact Agent|13/97-99 Stapleton St|Pendle Hill|2145|2|2|1|http://www.realestate.com.au/property-apartment-nsw-pendle+hill-122039474
550000-600000|$628,000 - $658,000|304/138-140 Church Street|Parramatta|2150|2|2|1|http://www.realestate.com.au/property-apartment-nsw-parramatta-124247798
550000-600000|$560,000 to $610,000|25/147 Parramatta Road|Granville|2142|2|2|1|http://www.realestate.com.au/property-apartment-nsw-granville-124184626
650000-700000|Auction Price Guide $680,000|2080/78A Belmore Street|Ryde|2112|2|2|1|http://www.realestate.com.au/property-apartment-nsw-ryde-124226418
550000-600000|$760,000 - $790,000|7 Barcom Street|Merrylands|2160|3|2|1|http://www.realestate.com.au/property-house-nsw-merrylands-123927746
600000-650000|OWNER MUST SELL - MAKE US AN OFFER!|6/1160 Pacific Highway|Pymble|2073|2|2|2|http://www.realestate.com.au/property-apartment-nsw-pymble-124003850
650000-700000|$690,000 to $697,000|18  Louis Street|Granville|2142|3|2|2|http://www.realestate.com.au/property-apartment-nsw-granville-123841362
550000-600000|Price Guide $600,000 - $630,000|7/25 Dressler Court|Merrylands|2160|3|2|1|http://www.realestate.com.au/property-unit-nsw-merrylands-123990506
500000-550000|UNDER CONTRACT|9/77-85 Deakin Street|Silverwater|2128|2|1|1|http://www.realestate.com.au/property-unit-nsw-silverwater-123836810
600000-650000|$609,950|C106 17 Hanna Street|Potts Hill|2143|2|2|1|http://www.realestate.com.au/property-unit-nsw-potts+hill-124056498
500000-550000|$609,000|2/69 Macquarie Rd|Auburn|2144|3|1|1|http://www.realestate.com.au/property-unit-nsw-auburn-123868262
500000-550000|$549,950-$569,950|32/39-41 Ross Street|Parramatta|2150|2|1|1|http://www.realestate.com.au/property-unit-nsw-parramatta-123988386
500000-550000|$525,000 to $555,000|15/13-15 Kleins Rd|Northmead|2152|2|2|1|http://www.realestate.com.au/property-apartment-nsw-northmead-124174874
450000-500000|$688,000|602/75-81 Park Road|Homebush|2140|2|2|1|http://www.realestate.com.au/property-unit-nsw-homebush-123080358
650000-700000|$668,000|G08/81-86 Courallie Avenue|Homebush West|2140|2|2|1|http://www.realestate.com.au/property-apartment-nsw-homebush+west-124045142
500000-550000|$549,000|18/46-48 Marlborough Road|Homebush West|2140|2|1|1|http://www.realestate.com.au/property-unit-nsw-homebush+west-123616170
650000-700000|Contact Agent||Meadowbank|2114|2|1|1|http://www.realestate.com.au/property-apartment-nsw-meadowbank-123316434
450000-500000|$689,000|Block B/35-43 Toongabbie  Road|Toongabbie|2146|3|2|1|http://www.realestate.com.au/property-unit-nsw-toongabbie-122466806
650000-700000|Contact Agent|2/2 Wentworth Drive|Liberty Grove|2138|2|2|1|http://www.realestate.com.au/property-apartment-nsw-liberty+grove-124176542
650000-700000|Contact Agent|5/213 carlingford road|Carlingford|2118|2|2|1|http://www.realestate.com.au/property-apartment-nsw-carlingford-124121934
550000-600000|2 Bedroom from $559,000|7-10 Wayman Place|Merrylands|2160|2|2|1|http://www.realestate.com.au/property-apartment-nsw-merrylands-123441434
400000-450000|Auction|2/17 Alice Street|Harris Park|2150|2|1|1|http://www.realestate.com.au/property-unit-nsw-harris+park-123689118
450000-500000|CHOICE OF 1, 2 & 3 BED|22-30 Station Rd|Auburn|2144|2|2|1|http://www.realestate.com.au/property-apartment-nsw-auburn-123564030
600000-650000|$605,000|19-25 Garfield St|Wentworthville|2145|2|2|1|http://www.realestate.com.au/property-apartment-nsw-wentworthville-123702926
600000-650000|SOLD||Parramatta|2150|2|2|1|http://www.realestate.com.au/property-unit-nsw-parramatta-119086967
550000-600000|FOR SALE $659,000|9/20 Fitzgerald Cres|Strathfield|2135|2|2|2|http://www.realestate.com.au/property-apartment-nsw-strathfield-124038114
650000-700000|EXPRESS OF INTEREST|3/39-43 FENNEL STREET|North Parramatta|2151|3|2|1|http://www.realestate.com.au/property-unit-nsw-north+parramatta-124199982
600000-650000|Price guide $620,000 - $670,000|6/258 Railway Terrace|Guildford|2161|3|2|1|http://www.realestate.com.au/property-apartment-nsw-guildford-123973214
450000-500000|Price Guide $495,000 - $535,000|5/68-70 Newman Street|Merrylands|2160|2|2|1|http://www.realestate.com.au/property-unit-nsw-merrylands-124107526
650000-700000|660,000&720,000|18C&18D Richardson Street|Merrylands|2160|2|2|1|http://www.realestate.com.au/property-house-nsw-merrylands-123972542
650000-700000|From $649,000|25/19-21 Short Street|Homebush|2140|2|2|1|http://www.realestate.com.au/property-apartment-nsw-homebush-122500322
600000-650000|$630K UNOBSTRUCTED VIEW||Granville|2142|2|2|1|http://www.realestate.com.au/property-apartment-nsw-granville-123514814
550000-600000|Price Guide: $590,000 - $640,000|37/175-181 Pitt Street|Merrylands|2160|3|3|2|http://www.realestate.com.au/property-apartment-nsw-merrylands-123893366
550000-600000|$595,000 to $625,000|12-14 Belinda Place|Mays Hill|2145|2|2|1|http://www.realestate.com.au/property-apartment-nsw-mays+hill-123694162
550000-600000|$589,000|303/89-93 Wentworth Ave|Wentworthville|2145|2|2|1|http://www.realestate.com.au/property-apartment-nsw-wentworthville-123747390
500000-550000|Contact Agent|31 Burlington Road|Homebush|2140|2|2|1|http://www.realestate.com.au/property-apartment-nsw-homebush-123379534
650000-700000|$700000 to $730000|503/81-86 Courallie Ave|Homebush West|2140|3|2|2|http://www.realestate.com.au/property-apartment-nsw-homebush+west-122310522
550000-600000|$630,000|301/63-67 Veron Street|Wentworthville|2145|2|2|1|http://www.realestate.com.au/property-unit-nsw-wentworthville-124265922
550000-600000|For Sale $575,000 - $595,000|8/298-312 Pennant Hills Road|Pennant Hills|2120|2|2|1|http://www.realestate.com.au/property-apartment-nsw-pennant+hills-124147058
350000-400000|Price Upon Application|6/18 WIGRAM STREET|Harris Park|2150|2|1|1|http://www.realestate.com.au/property-unit-nsw-harris+park-123700302
